,Rooms,Bathroom,Landsize,Lattitude,Longtitude,Price
903,3,2.0,230.0,-37.9179,145.0592,935000.0
904,3,1.0,543.0,-37.9242,145.0705,977000.0
905,3,1.0,686.0,-37.9113,145.0765,1352000.0
906,4,2.0,575.0,-37.9274,145.0654,1115000.0
909,3,1.0,692.0,-37.9232,145.0563,1197000.0
910,2,2.0,0.0,-37.9292,145.0708,485000.0
912,4,1.0,582.0,-37.9129,145.0598,1365000.0
914,4,2.0,598.0,-37.9138,145.0774,1698888.0
918,3,2.0,283.0,-37.9142,145.08,965000.0
919,3,2.0,365.0,-37.9225,145.0754,870000.0
921,3,2.0,629.0,-37.912,145.0752,1161000.0
922,3,1.0,676.0,-37.9307,145.0531,1266000.0
923,3,2.0,194.0,-37.9272,145.0801,700000.0
924,4,4.0,363.0,-37.9116,145.0686,1325000.0
925,3,2.0,281.0,-37.9257,145.0811,770000.0
927,1,1.0,0.0,-37.9315,145.0619,380000.0
928,4,2.0,620.0,-37.9281,145.0669,1175000.0
929,3,1.0,640.0,-37.916,145.0776,1200000.0
930,4,1.0,684.0,-37.9147,145.0751,1370000.0
931,4,1.0,725.0,-37.9289,145.0502,1433500.0
935,3,2.0,210.0,-37.9075,145.061,860000.0
938,2,1.0,194.0,-37.9107,145.0598,715000.0
943,2,1.0,0.0,-37.9212,145.0606,710000.0
945,5,3.0,583.0,-37.9143,145.0699,1550000.0
947,3,1.0,406.0,-37.9286,145.0737,790000.0
949,3,1.0,596.0,-37.9251,145.0771,1020000.0
956,3,2.0,185.0,-37.9159,145.0787,886000.0
958,4,2.0,625.0,-37.9374,145.0726,1015000.0
961,4,2.0,610.0,-37.9207,145.0757,1255000.0
962,3,1.0,593.0,-37.9178,145.067,1320000.0
963,3,2.0,326.0,-37.9236,145.0545,870000.0
964,4,2.0,592.0,-37.9351,145.0572,1472500.0
965,2,2.0,298.0,-37.908,145.0716,640000.0
969,4,2.0,697.0,-37.8151,145.135,1620000.0
970,2,1.0,140.0,-37.8271,145.1299,645000.0
973,4,2.0,729.0,-37.8233,145.1267,1560000.0
974,3,2.0,458.0,-37.8257,145.1216,1715000.0
975,3,1.0,550.0,-37.8275,145.1298,1200000.0
976,3,1.0,741.0,-37.8258,145.1246,1760000.0
978,3,1.0,384.0,-37.8167,145.1373,948000.0
981,2,2.0,0.0,-37.8216,145.127,465000.0
982,4,2.0,299.0,-37.8282,145.1301,975000.0
983,3,1.0,702.0,-37.827,145.1209,1325000.0
984,3,2.0,150.0,-37.8287,145.1319,750000.0
985,3,2.0,643.0,-37.8285,145.1272,1400000.0
986,3,1.0,664.0,-37.8235,145.1276,1500000.0
987,4,2.0,692.0,-37.8247,145.1281,1600000.0
990,4,2.0,780.0,-37.8244,145.1319,1461400.0
991,3,1.0,211.0,-37.8275,145.1232,775000.0
993,4,4.0,707.0,-37.8166,145.1354,1670000.0
995,3,1.0,763.0,-37.8166,145.1215,4000000.0
996,3,1.0,307.0,-37.8247,145.1206,928000.0
998,2,1.0,151.0,-37.8234,145.1235,636000.0
1003,3,1.0,755.0,-37.8264,145.1248,1170000.0
1004,4,2.0,590.0,-37.8274,145.1242,1670000.0
1006,3,1.0,492.0,-37.8283,145.1195,857000.0
1007,3,2.0,238.0,-37.8154,145.1355,822500.0
1011,2,1.0,566.0,-37.7839,144.8524,645000.0
1012,3,1.0,220.0,-37.785,144.8561,502000.0
1013,3,2.0,327.0,-37.7851,144.8517,495000.0
1015,2,1.0,749.0,-37.7814,144.847,868000.0
1016,4,2.0,283.0,-37.7908,144.8485,645000.0
1017,3,2.0,216.0,-37.7865,144.8605,652000.0
1018,4,2.0,606.0,-37.788000000000004,144.862,850000.0
1020,3,1.0,559.0,-37.7923,144.852,575000.0
1021,4,2.0,393.0,-37.7763,144.8543,882000.0
1022,3,2.0,544.0,-37.7815,144.855,730000.0
1026,4,2.0,283.0,-37.7908,144.8485,610000.0
1027,3,1.0,557.0,-37.7899,144.8515,696000.0
1029,3,2.0,198.0,-37.7827,144.8625,579000.0
1032,3,1.0,658.0,-37.7905,144.8485,765000.0
1033,2,1.0,115.0,-37.7948,144.85399999999996,475000.0
1034,4,2.0,288.0,-37.7775,144.855,550000.0
1036,3,1.0,158.0,-37.7889,144.8465,495000.0
1038,3,2.0,566.0,-37.7844,144.8523,565000.0
1041,3,1.0,366.0,-37.9038,145.0001,1635000.0
1043,4,3.0,836.0,-37.9071,144.9898,3695000.0
1044,2,1.0,0.0,-37.9081,145.0043,536000.0
1045,4,3.0,742.0,-37.914,144.9878,3700000.0
1047,3,1.0,432.0,-37.9172,144.996,1975000.0
1049,3,1.0,340.0,-37.9205,145.0007,1390000.0
1051,4,3.0,487.0,-37.8926,144.9991,2905000.0
1052,2,2.0,329.0,-37.9172,145.004,1300000.0
1053,3,2.0,411.0,-37.918,145.0035,1725000.0
1056,3,2.0,463.0,-37.9082,144.9968,2100000.0
1058,2,1.0,90.0,-37.9122,145.0038,800000.0
1060,4,2.0,615.0,-37.8956,145.0026,1761000.0
1062,3,2.0,0.0,-37.9166,144.9942,1302500.0
1064,5,3.0,509.0,-37.9118,144.9984,2750000.0
1065,2,1.0,232.0,-37.9157,144.9973,892500.0
1066,4,2.0,550.0,-37.8954,145.0017,2145000.0
1067,5,2.0,710.0,-37.9241,145.0008,3171000.0
1072,2,2.0,0.0,-37.9042,144.9954,620000.0
1074,3,2.0,345.0,-37.8943,144.9907,1475000.0
1079,3,2.0,0.0,-37.9174,144.9895,1650000.0
1080,5,2.0,655.0,-37.9264,145.0044,1562500.0
1081,3,3.0,398.0,-37.899,144.9901,2050000.0
1084,4,3.0,644.0,-37.8964,144.9972,3320000.0
1088,2,1.0,0.0,-37.9131,144.995,1100000.0
1089,3,2.0,354.0,-37.8916,145.0017,1650000.0
1092,2,1.0,352.0,-37.9154,145.001,1570000.0
1095,3,2.0,404.0,-37.9228,144.9996,1785000.0
1097,3,2.0,275.0,-37.9153,144.9924,1875000.0
1099,3,1.0,277.0,-37.9268,144.991,1266000.0
1101,5,3.0,895.0,-37.9204,145.0028,2730000.0
1104,4,3.0,565.0,-37.8975,144.9991,3295888.0
1105,1,1.0,0.0,-37.9181,144.993,375000.0
1106,2,1.0,0.0,-37.9112,144.9909,756000.0
1108,5,5.0,552.0,-37.9012,144.997,2100000.0
1111,3,2.0,547.0,-37.9271,145.0034,2375000.0
1113,3,1.0,426.0,-37.9254,145.0045,1385000.0
1118,2,1.0,107.0,-37.8958,144.9982,858000.0
1121,4,2.0,569.0,-37.8962,145.0011,2800000.0
1122,5,3.0,1572.0,-37.9233,144.9944,3700000.0
1124,4,2.0,605.0,-37.916,145.0064,2475000.0
1125,4,2.0,732.0,-37.8987,144.9953,2700000.0
1127,4,2.0,842.0,-37.9227,145.0043,3900000.0
1128,2,1.0,0.0,-37.9156,145.0013,610000.0
1131,2,1.0,411.0,-37.9095,145.004,1532000.0
1138,2,1.0,125.0,-37.9078,145.0051,1037000.0
1139,4,4.0,578.0,-37.8989,145.0008,3050000.0
1140,4,2.0,432.0,-37.9228,145.0022,1630000.0
1143,4,2.0,848.0,-37.9234,145.0042,2640000.0
1145,1,1.0,70.0,-37.9194,145.0003,671000.0
1146,4,2.0,230.0,-37.9237,145.0056,2250000.0
1147,3,1.0,659.0,-37.919000000000004,144.9953,2900000.0
1153,4,1.0,695.0,-37.9262,144.9969,2405000.0
1154,3,2.0,280.0,-37.91,144.989,1352500.0
1156,5,2.0,1045.0,-37.9205,145.0012,3105000.0
1160,4,2.0,549.0,-37.8869,144.9982,1500000.0
1161,4,2.0,682.0,-37.9205,145.0122,1940000.0
1162,4,2.0,617.0,-37.9187,145.007,1850000.0
1163,3,1.0,329.0,-37.9317,145.0218,930000.0
1164,4,3.0,618.0,-37.9162,145.0219,1310000.0
1166,4,2.0,674.0,-37.9022,145.0125,2504000.0
1170,2,1.0,649.0,-37.9153,145.0142,1445000.0
1173,4,3.0,594.0,-37.9029,145.0118,1825000.0
1174,5,2.0,994.0,-37.9187,145.0187,1700000.0
1175,5,3.0,824.0,-37.9091,145.0245,1400000.0
1178,3,2.0,315.0,-37.9199,145.0174,1500000.0
1181,3,1.0,613.0,-37.9177,145.0143,1400000.0
1183,5,2.0,616.0,-37.9084,145.0221,1600000.0
1184,2,3.0,635.0,-37.9205,145.0102,1780000.0
1185,5,2.0,775.0,-37.931999999999995,145.0284,1200000.0
1186,2,1.0,112.0,-37.9306,145.0284,775000.0
1187,3,2.0,697.0,-37.9269,145.0274,1480000.0
1189,3,3.0,481.0,-37.931,145.0198,1590000.0
1190,4,2.0,999.0,-37.9135,145.0189,2840000.0
1193,2,1.0,564.0,-37.9143,145.0238,1000000.0
1195,4,3.0,708.0,-37.9299,145.015,1700000.0
1198,5,5.0,1561.0,-37.9102,145.0245,3207000.0
1199,3,2.0,304.0,-37.9308,145.0316,880000.0
1200,4,1.0,1000.0,-37.931,145.0163,1920000.0
1201,3,2.0,401.0,-37.9062,145.0173,1301000.0
1203,5,3.0,915.0,-37.9231,145.0104,2550000.0
1204,5,2.0,645.0,-37.9175,145.0116,1915000.0
1205,4,3.0,598.0,-37.9075,145.0248,1650000.0
1206,4,2.0,603.0,-37.9187,145.0071,1530000.0
1208,4,2.0,678.0,-37.9255,145.0118,2050000.0
1209,5,3.0,551.0,-37.9176,145.009,2550000.0
1210,2,1.0,189.0,-37.9172,145.0072,905000.0
1211,3,1.0,759.0,-37.9057,145.0166,1355000.0
1212,2,1.0,604.0,-37.9268,145.0094,1845000.0
1214,5,3.0,669.0,-37.9289,145.0284,2050000.0
1217,3,3.0,435.0,-37.91,145.0113,1710000.0
1220,3,2.0,337.0,-37.9196,145.0205,1300000.0
1222,4,2.0,654.0,-37.9292,145.0236,2200000.0
1225,4,3.0,614.0,-37.9186,145.0175,2150000.0
1232,1,1.0,166.0,-37.9159,145.019,681000.0
1234,2,3.0,302.0,-37.9182,145.0231,1310000.0
1235,1,1.0,0.0,-37.9164,145.0228,340000.0
1240,2,1.0,74.0,-37.9207,145.0079,692000.0
1241,4,2.0,315.0,-37.9078,145.0222,1367000.0
1242,2,1.0,171.0,-37.9125,145.0114,903000.0
1243,4,4.0,509.0,-37.9172,145.0214,2820000.0
1244,2,1.0,660.0,-37.9179,145.0127,1813000.0
1245,5,2.0,679.0,-37.9291,145.0283,1655000.0
1246,3,2.0,297.0,-37.9124,145.0132,1230000.0
1247,4,1.0,656.0,-37.9027,145.0225,1389000.0
1250,4,2.0,757.0,-37.9266,145.0088,2310000.0
1253,2,1.0,267.0,-37.9055,145.0173,1014000.0
1255,2,1.0,225.0,-37.7676,144.9665,1026000.0
1256,4,3.0,238.0,-37.7713,144.9643,1802500.0
1257,4,3.0,365.0,-37.7624,144.9671,1500000.0
1258,4,2.0,851.0,-37.7637,144.9662,2230000.0
1260,2,1.0,0.0,-37.7695,144.9528,410000.0
1261,1,1.0,0.0,-37.762,144.9647,272500.0
1262,3,3.0,81.0,-37.7575,144.9647,680000.0
1263,2,1.0,0.0,-37.7608,144.968,400000.0
1264,3,1.0,170.0,-37.7661,144.9691,950000.0
1267,2,1.0,179.0,-37.7742,144.9542,845500.0
1269,2,1.0,0.0,-37.7588,144.9646,605000.0
1271,2,1.0,0.0,-37.7643,144.9638,445000.0
1272,2,1.0,100.0,-37.7601,144.9581,659500.0
1273,2,1.0,0.0,-37.777,144.9703,600000.0
1277,4,1.0,264.0,-37.7611,144.9677,1115000.0
1278,3,1.0,278.0,-37.7701,144.9633,1125000.0
1279,3,1.0,229.0,-37.7622,144.9586,855000.0
1281,3,2.0,186.0,-37.7581,144.9514,940000.0
1283,2,2.0,118.0,-37.7723,144.9643,750000.0
1284,2,1.0,315.0,-37.757,144.9697,1056000.0
1286,3,2.0,122.0,-37.7697,144.9649,880000.0
1287,3,1.0,331.0,-37.7619,144.959,1222500.0
1291,3,2.0,327.0,-37.7636,144.9559,955000.0
1296,2,1.0,114.0,-37.758,144.9667,587000.0
1297,3,1.0,257.0,-37.7704,144.9695,1060000.0
1299,2,1.0,199.0,-37.7676,144.9659,890000.0
1302,2,2.0,0.0,-37.7617,144.9642,685000.0
1305,3,2.0,240.0,-37.756,144.9587,976000.0
1306,3,2.0,0.0,-37.7703,144.9533,641000.0
1307,2,1.0,152.0,-37.7611,144.966,770000.0
1308,1,1.0,0.0,-37.7597,144.9548,279500.0
1309,4,2.0,271.0,-37.7769,144.9691,1800000.0
1310,4,1.0,370.0,-37.7728,144.9639,1350000.0
1311,4,2.0,281.0,-37.7722,144.9681,1320000.0
1312,3,1.0,210.0,-37.7597,144.9545,825000.0
1316,3,1.0,216.0,-37.7746,144.9697,1261000.0
1317,3,1.0,222.0,-37.7642,144.969,1045000.0
1318,3,1.0,0.0,-37.773,144.9624,1044000.0
1319,3,1.0,239.0,-37.7776,144.963,1050000.0
1320,3,2.0,470.0,-37.7788,144.9688,1691500.0
1321,2,1.0,311.0,-37.7572,144.9687,1075000.0
1323,2,1.0,1140.0,-37.7634,144.9616,501000.0
1324,3,1.0,563.0,-37.7757,144.9505,1260000.0
1325,3,1.0,495.0,-37.7702,144.9672,1650000.0
1326,2,1.0,0.0,-37.7778,144.9594,601000.0
1328,2,1.0,453.0,-37.762,144.9547,1015000.0
1329,1,1.0,82.0,-37.7661,144.9614,625000.0
1330,3,2.0,0.0,-37.7763,144.9597,1700000.0
1332,2,1.0,0.0,-37.7597,144.9655,435000.0
1335,5,2.0,555.0,-37.7767,144.9645,2500000.0
1336,2,1.0,298.0,-37.7704,144.9504,860000.0
1337,2,1.0,1080.0,-37.7598,144.9655,491000.0
1341,3,1.0,384.0,-37.7626,144.9535,985000.0
1342,3,1.0,483.0,-37.7602,144.9543,1250000.0
1344,3,2.0,0.0,-37.7703,144.9533,641000.0
1346,3,1.0,184.0,-37.7563,144.96,860000.0
1350,2,1.0,161.0,-37.7646,144.9586,705000.0
1352,3,1.0,264.0,-37.7603,144.9573,880000.0
1354,2,2.0,177.0,-37.7625,144.9653,754000.0
1356,2,1.0,0.0,-37.7703,144.9533,590000.0
1357,2,1.0,0.0,-37.7775,144.9607,575000.0
1359,3,1.0,325.0,-37.7621,144.9595,1510000.0
1360,2,2.0,156.0,-37.7744,144.9498,801000.0
1361,3,2.0,4668.0,-37.7687,144.9649,820000.0
1362,1,1.0,540.0,-37.7766,144.9574,370000.0
1363,3,1.0,285.0,-37.7634,144.9593,1170000.0
1364,4,1.0,416.0,-37.7737,144.965,1790000.0
1365,3,2.0,110.0,-37.7776,144.9691,640000.0
1367,4,2.0,657.0,-37.7725,144.964,1875000.0
1368,3,1.0,343.0,-37.7589,144.9529,1053000.0
1369,3,1.0,55.0,-37.7611,144.9622,705000.0
1372,4,1.0,363.0,-37.7621,144.9506,1217000.0
1373,3,1.0,308.0,-37.7649,144.9641,1020000.0
1375,3,1.0,316.0,-37.7741,144.9703,1340000.0
1376,4,2.0,460.0,-37.7554,144.9544,1410000.0
1377,3,1.0,346.0,-37.7738,144.9695,1550000.0
1378,3,2.0,4676.0,-37.7687,144.9649,740000.0
1380,2,1.0,0.0,-37.7706,144.9608,592500.0
1382,1,1.0,0.0,-37.7775,144.9607,370000.0
1383,2,1.0,199.0,-37.759,144.9597,765000.0
1384,1,1.0,147.0,-37.7643,144.9584,772000.0
1385,3,2.0,280.0,-37.7719,144.9661,1210000.0
1386,4,2.0,354.0,-37.7745,144.9523,1755000.0
1389,2,1.0,246.0,-37.775,144.9536,945000.0
1390,2,1.0,159.0,-37.7656,144.9562,755000.0
1391,2,1.0,0.0,-37.768,144.9408,521500.0
1393,3,1.0,0.0,-37.7564,144.9422,1190000.0
1395,2,1.0,564.0,-37.7665,144.9425,471000.0
1399,1,1.0,0.0,-37.7586,144.9452,265000.0
1400,3,1.0,220.0,-37.7659,144.9494,955000.0
1401,5,2.0,510.0,-37.7581,144.9414,1350000.0
1402,2,1.0,0.0,-37.7607,144.9393,380000.0
1403,1,1.0,0.0,-37.7763,144.947,300000.0
1404,3,1.0,349.0,-37.7589,144.9368,810000.0
1406,3,1.0,275.0,-37.76300000000001,144.9439,793000.0
1407,2,1.0,73.0,-37.7528,144.9368,400000.0
1408,2,1.0,0.0,-37.7582,144.94,400500.0
1409,3,2.0,262.0,-37.7519,144.9324,797500.0
1413,3,1.0,364.0,-37.7618,144.9497,1300000.0
1414,3,1.0,353.0,-37.764,144.9428,1330000.0
1417,7,3.0,447.0,-37.7634,144.9403,1205000.0
1418,2,1.0,0.0,-37.7676,144.9394,380000.0
1419,3,1.0,411.0,-37.7728,144.9478,1095000.0
1420,2,1.0,0.0,-37.772,144.9406,680000.0
1421,2,1.0,177.0,-37.7619,144.9412,711000.0
1424,2,1.0,0.0,-37.7595,144.9436,500000.0
1426,2,1.0,0.0,-37.7688,144.9421,385000.0
1428,2,1.0,2120.0,-37.7524,144.9347,370000.0
1429,1,1.0,0.0,-37.7661,144.9422,320000.0
1432,1,1.0,0.0,-37.7748,144.9483,330000.0
1433,5,2.0,553.0,-37.7576,144.9348,1200000.0
1434,2,1.0,501.0,-37.7741,144.9449,537000.0
1435,3,1.0,717.0,-37.7525,144.9321,910000.0
1436,1,1.0,0.0,-37.7675,144.939,285000.0
1437,4,1.0,575.0,-37.7575,144.9402,921500.0
1440,2,1.0,554.0,-37.7715,144.9426,1315000.0
1441,2,1.0,0.0,-37.7606,144.9443,370000.0
1442,2,1.0,120.0,-37.7659,144.9487,735000.0
1443,4,1.0,589.0,-37.7628,144.9459,1000000.0
1444,1,1.0,0.0,-37.7586,144.9433,252000.0
1445,4,2.0,621.0,-37.7764,144.9479,1700000.0
1446,2,1.0,206.0,-37.7604,144.9488,820000.0
1447,2,1.0,0.0,-37.7686,144.9421,370000.0
1448,2,1.0,0.0,-37.7543,144.9385,484000.0
1449,3,1.0,157.0,-37.7652,144.9454,815000.0
1452,4,1.0,519.0,-37.7747,144.9474,1150000.0
1454,2,1.0,0.0,-37.7647,144.9412,497000.0
1456,2,1.0,0.0,-37.7577,144.9354,440000.0
1457,2,2.0,343.0,-37.7552,144.9458,816000.0
1459,4,3.0,499.0,-37.7538,144.944,970000.0
1460,3,1.0,385.0,-37.7599,145.0849,851000.0
1461,4,1.0,717.0,-37.7608,145.0862,1300000.0
1463,4,2.0,556.0,-37.7657,145.0957,1235000.0
1465,4,2.0,670.0,-37.7695,145.0869,1303000.0
1467,3,2.0,514.0,-37.7683,145.0959,880000.0
1469,3,2.0,632.0,-37.7813,145.102,975000.0
1471,3,2.0,585.0,-37.7689,145.099,990000.0
1474,4,2.0,723.0,-37.7724,145.1033,1225000.0
1475,5,3.0,796.0,-37.7697,145.0871,1490000.0
1479,3,3.0,401.0,-37.7733,145.0901,905000.0
1481,4,2.0,1124.0,-37.7679,145.0958,1085000.0
1483,3,1.0,306.0,-37.7792,145.0903,787000.0
1485,3,1.0,604.0,-37.7711,145.0928,1075000.0
1488,4,2.0,475.0,-37.765,145.0933,1302000.0
1489,3,2.0,728.0,-37.7765,145.1031,1050000.0
1490,4,2.0,672.0,-37.7689,145.0895,1000000.0
1491,4,2.0,744.0,-37.7791,145.086,1300000.0
1496,3,1.0,602.0,-37.7674,145.0988,990000.0
1498,4,2.0,693.0,-37.7743,145.0863,1100000.0
1502,2,1.0,591.0,-37.7679,145.0978,903000.0
1506,5,3.0,661.0,-37.848,145.09799999999996,1590000.0
1509,4,2.0,1145.0,-37.8538,145.127,1890000.0
1510,3,2.0,265.0,-37.8516,145.1056,1022500.0
1513,3,1.0,931.0,-37.854,145.1195,1755000.0
1515,3,1.0,667.0,-37.8489,145.1093,1300000.0
1516,3,1.0,786.0,-37.8525,145.1198,1160000.0
1517,4,3.0,928.0,-37.842,145.102,2000000.0
1518,3,1.0,318.0,-37.8544,145.1114,790000.0
1519,4,2.0,921.0,-37.8494,145.1291,1682000.0
1520,3,2.0,0.0,-37.8561,145.0962,625000.0
1525,2,1.0,194.0,-37.8509,145.1119,650000.0
1526,5,3.0,326.0,-37.8528,145.1129,1060000.0
1527,4,2.0,438.0,-37.8599,145.1101,1255000.0
1529,2,1.0,276.0,-37.8454,145.0971,633000.0
1533,2,1.0,593.0,-37.8444,145.1054,1350000.0
1535,3,1.0,384.0,-37.8542,145.1138,570000.0
1537,3,1.0,228.0,-37.8521,145.1187,745000.0
1538,5,4.0,643.0,-37.8454,145.0974,2150000.0
1539,3,1.0,308.0,-37.8505,145.1065,746000.0
1540,3,2.0,653.0,-37.8445,145.1011,1540000.0
1545,4,2.0,399.0,-37.8597,145.1084,1270000.0
1546,4,3.0,381.0,-37.8459,145.1041,900000.0
1547,4,2.0,499.0,-37.8593,145.1101,1250000.0
1548,4,2.0,739.0,-37.8552,145.1292,1410000.0
1553,4,2.0,0.0,-37.8507,145.109,800000.0
1554,3,2.0,170.0,-37.8554,145.1089,702000.0
1555,4,2.0,652.0,-37.8286,145.0686,2650000.0
1559,2,1.0,137.0,-37.8459,145.088,729000.0
1560,5,4.0,708.0,-37.8386,145.067,2600000.0
1561,3,2.0,305.0,-37.8365,145.0802,1650000.0
1564,2,1.0,1107.0,-37.8347,145.05700000000004,615000.0
1565,3,2.0,706.0,-37.8457,145.0611,1987000.0
1566,2,1.0,146.0,-37.8357,145.0697,683000.0
1567,3,2.0,777.0,-37.8431,145.0962,1690000.0
1568,2,1.0,0.0,-37.8493,145.0877,430000.0
1572,4,2.0,600.0,-37.8237,145.0638,2600000.0
1573,3,2.0,1133.0,-37.8426,145.0943,2325000.0
1574,2,1.0,896.0,-37.8479,145.0958,435000.0
1579,3,1.0,821.0,-37.8459,145.0644,2000000.0
1580,3,1.0,427.0,-37.8367,145.0934,1302000.0
1582,3,1.0,544.0,-37.8436,145.0581,1622000.0
1583,2,1.0,0.0,-37.8255,145.0592,502000.0
1584,2,1.0,896.0,-37.8479,145.0958,435000.0
1587,3,1.0,0.0,-37.8255,145.0592,591000.0
1588,5,2.0,730.0,-37.8424,145.0639,2608000.0
1589,3,1.0,769.0,-37.8482,145.0949,1780000.0
1590,3,2.0,656.0,-37.841,145.0824,2250000.0
1591,2,1.0,424.0,-37.8465,145.0743,895000.0
1592,3,2.0,584.0,-37.8349,145.0758,1800000.0
1595,2,1.0,150.0,-37.8438,145.066,900000.0
1596,5,3.0,802.0,-37.8442,145.0578,2700000.0
1597,2,1.0,0.0,-37.8491,145.086,530000.0
1599,4,2.0,813.0,-37.8405,145.0903,2228000.0
1603,3,1.0,405.0,-37.8448,145.071,1602500.0
1609,3,1.0,635.0,-37.8454,145.0707,2177000.0
1611,3,2.0,877.0,-37.8437,145.0623,3400000.0
1614,3,1.0,692.0,-37.8379,145.0849,2105000.0
1615,3,2.0,283.0,-37.8362,145.064,1625000.0
1617,3,3.0,417.0,-37.830999999999996,145.0621,3300000.0
1618,2,1.0,83.0,-37.8355,145.0633,667000.0
1623,4,1.0,772.0,-37.8441,145.0806,2015000.0
1624,2,1.0,631.0,-37.8434,145.08100000000005,700000.0
1626,4,3.0,632.0,-37.8244,145.064,3225000.0
1628,5,4.0,741.0,-37.8422,145.064,3320000.0
1629,5,3.0,603.0,-37.8437,145.069,2125000.0
1630,4,2.0,686.0,-37.8458,145.0611,2030000.0
1631,4,3.0,0.0,-37.8325,145.0649,2750000.0
1632,4,3.0,697.0,-37.836,145.056,2000000.0
1634,5,5.0,639.0,-37.8303,145.0668,2250000.0
1635,5,2.0,643.0,-37.8421,145.0719,2740000.0
1636,4,2.0,687.0,-37.8186,145.0706,2950000.0
1637,3,1.0,459.0,-37.8265,145.072,1587500.0
1640,2,1.0,110.0,-37.8264,145.0824,830000.0
1641,4,2.0,653.0,-37.8292,145.0852,2375000.0
1642,5,2.0,795.0,-37.8181,145.0668,2900000.0
1643,3,3.0,468.0,-37.8264,145.0741,2200000.0
1644,4,1.0,717.0,-37.8266,145.0849,2620000.0
1645,2,1.0,342.0,-37.8326,145.08100000000005,1305000.0
1647,3,2.0,145.0,-37.8233,145.0769,928000.0
1648,5,3.0,645.0,-37.8317,145.0738,2930000.0
1649,4,2.0,812.0,-37.8323,145.0842,2950000.0
1651,2,1.0,0.0,-37.8205,145.0828,722000.0
1652,5,2.0,838.0,-37.8252,145.0721,2350000.0
1654,3,3.0,352.0,-37.827,145.0737,1640000.0
1655,3,2.0,325.0,-37.826,145.0729,1680000.0
1656,5,4.0,684.0,-37.832,145.0853,3550000.0
1658,4,1.0,845.0,-37.8184,145.0702,3400000.0
1660,3,2.0,361.0,-37.8206,145.0785,1850000.0
1666,4,2.0,796.0,-37.8266,145.072,3145000.0
1672,4,3.0,122.0,-37.7893,144.9696,1425000.0
1675,3,1.0,499.0,-37.7811,144.9715,2950000.0
1676,4,1.0,418.0,-37.7808,144.9736,2175000.0
1678,2,1.0,73.0,-37.7852,144.9719,800000.0
1680,4,2.0,538.0,-37.7816,144.9714,2718000.0
1682,2,2.0,413.0,-37.7875,144.9759,2400000.0
1685,4,2.0,504.0,-37.7805,144.9721,2520000.0
1690,3,2.0,84.0,-37.7879,144.9736,2050000.0
1693,4,2.0,207.0,-37.7804,144.9748,1950000.0
1695,1,1.0,0.0,-37.7798,144.9707,437000.0
1697,2,1.0,0.0,-37.7813,144.9773,520000.0
1698,2,1.0,0.0,-37.7902,144.97,570000.0
1699,3,1.0,0.0,-37.897,145.0623,820000.0
1700,2,2.0,133.0,-37.8911,145.0539,795000.0
1701,2,1.0,73.0,-37.897,145.0593,600000.0
1702,3,1.0,425.0,-37.8876,145.0502,1295000.0
1705,2,1.0,0.0,-37.8912,145.0644,510000.0
1708,1,1.0,60.0,-37.8965,145.0618,346000.0
1709,3,2.0,1113.0,-37.8972,145.0642,860000.0
1711,2,1.0,0.0,-37.8863,145.066,772000.0
1712,4,2.0,561.0,-37.8934,145.0633,1506000.0
1713,3,2.0,0.0,-37.8972,145.0642,675000.0
1714,2,1.0,0.0,-37.8893,145.0589,525000.0
1715,1,1.0,0.0,-37.8858,145.0632,290000.0
1717,2,1.0,0.0,-37.9032,145.0555,360000.0
1718,2,1.0,299.0,-37.8973,145.053,967500.0
1721,1,1.0,0.0,-37.8888,145.0533,330000.0
1722,3,2.0,751.0,-37.8945,145.0648,1600000.0
1725,3,2.0,300.0,-37.8974,145.0539,1008000.0
1729,3,1.0,0.0,-37.8977,145.0493,1170000.0
1730,4,2.0,687.0,-37.8931,145.0479,1830000.0
1731,1,1.0,0.0,-37.8982,145.0625,250000.0
1732,2,2.0,166.0,-37.8982,145.0488,930000.0
1733,2,1.0,0.0,-37.8881,145.0558,465000.0
1736,4,2.0,757.0,-37.8925,145.0541,1550000.0
1737,2,1.0,144.0,-37.891999999999996,145.0482,707000.0
1738,2,2.0,0.0,-37.9,145.0548,804000.0
1740,4,2.0,598.0,-37.9037,145.0588,1501000.0
1742,3,2.0,325.0,-37.8933,145.0546,970000.0
1744,2,1.0,211.0,-37.8856,145.0599,817500.0
1745,4,2.0,557.0,-37.8955,145.0515,1450000.0
1747,2,1.0,158.0,-37.8886,145.05200000000005,855000.0
1748,2,1.0,0.0,-37.8973,145.0625,675000.0
1749,2,1.0,133.0,-37.89,145.0559,588000.0
1750,2,1.0,0.0,-37.8897,145.0524,455000.0
1754,3,2.0,283.0,-37.8974,145.0622,920000.0
1756,2,1.0,103.0,-37.8873,145.0559,656000.0
1757,2,1.0,264.0,-37.8864,145.0561,930000.0
1758,2,1.0,0.0,-37.8889,145.048,415000.0
1759,2,1.0,174.0,-37.8978,145.062,650000.0
1760,3,2.0,282.0,-37.8953,145.0567,1360000.0
1766,1,1.0,0.0,-37.8894,145.0508,350000.0
1767,3,2.0,603.0,-37.9023,145.0568,1430000.0
1769,3,2.0,371.0,-37.8871,145.05200000000005,1490000.0
1773,3,1.0,604.0,-37.8993,145.0528,1125000.0
